date,time,place,item,type,recyclability,sorted_status
2024-03-20,11:08,par14,paper,Paper,Recyclable,Sorted
2024-04-15,18:07,par14,drink can,Metal,Recyclable,Sorted
2024-01-01,15:20,par14,cardboard,Paper,Recyclable,Unsorted
2024-05-15,12:26,par13,paper cup,Paper,Recyclable,Unsorted
2024-04-17,13:16,lobby,food,Organic,bio-degradable,Unsorted
2024-05-02,15:48,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-01-24,11:03,par6,banana peel,Organic,bio-degradable,Sorted
2024-03-12,12:45,par13,paper cup,Paper,Recyclable,Unsorted
2024-01-09,11:58,par14,banana peel,Organic,bio-degradable,Unsorted
2024-03-26,12:16,par6,wrapper,Plastic,non-recyclable,Sorted
2024-05-01,11:51,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-01-22,15:26,par14,paper cup,Paper,Recyclable,Unsorted
2024-05-20,15:25,par14,food,Organic,bio-degradable,Unsorted
2024-06-13,11:59,lobby,cardboard,Paper,Recyclable,Sorted
2024-03-19,10:51,lobby,carton,Paper,Recyclable,Unsorted
2024-06-11,14:52,par13,glass bottle,Glass,Recyclable,Unsorted
2024-03-06,15:10,par14,cardboard,Paper,Recyclable,Unsorted
2024-02-22,12:09,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-01-11,15:43,par13,banana peel,Organic,bio-degradable,Unsorted
2024-05-31,13:08,vending machine,carton,Paper,Recyclable,Sorted
2024-04-04,10:44,par13,paper cup,Paper,Recyclable,Unsorted
2024-03-01,12:25,par13,paper cup,Paper,Recyclable,Unsorted
2024-02-15,13:04,lobby,plastic film,Plastic,non-recyclable,Sorted
2024-03-06,15:41,par6,wrapper,Plastic,non-recyclable,Unsorted
2024-05-21,15:16,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-04-04,11:12,lobby,paper cup,Paper,Recyclable,Sorted
2024-04-10,12:44,lobby,clear water bottle,Plastic,Recyclable,Unsorted
2024-03-14,11:56,par6,clear water bottle,Plastic,Recyclable,Sorted
2024-03-29,10:23,lobby,cardboard,Paper,Recyclable,Unsorted
2024-03-18,13:19,par13,drink can,Metal,Recyclable,Unsorted
2024-03-07,10:25,par13,glass bottle,Glass,Recyclable,Unsorted
2024-03-07,12:05,par6,wrapper,Plastic,non-recyclable,Sorted
2024-02-16,15:41,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-05-09,10:58,par14,clear water bottle,Plastic,Recyclable,Unsorted
2024-03-13,18:35,par14,cardboard,Paper,Recyclable,Sorted
2024-04-30,11:18,par13,paper cup,Paper,Recyclable,Unsorted
2024-02-06,12:03,lobby,paper cup,Paper,Recyclable,Sorted
2024-03-15,12:50,par13,drink can,Metal,Recyclable,Unsorted
2024-02-27,09:35,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-01-26,16:13,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-05-22,12:38,par13,paper cup,Paper,Recyclable,Unsorted
2024-05-08,15:42,par6,plastic film,Plastic,non-recyclable,Sorted
2024-02-21,11:46,par14,drink can,Metal,Recyclable,Unsorted
2024-05-09,14:57,par13,paper cup,Paper,Recyclable,Unsorted
2024-04-16,14:55,par6,drink can,Metal,Recyclable,Unsorted
2024-03-28,11:45,par13,paper cup,Paper,Recyclable,Unsorted
2024-05-14,12:21,par13,glass bottle,Glass,Recyclable,Unsorted
2024-04-22,12:11,par6,wrapper,Plastic,non-recyclable,Sorted
2024-04-04,12:32,lobby,clear water bottle,Plastic,Recyclable,Sorted
2024-02-14,13:24,lobby,paper,Paper,Recyclable,Unsorted
2024-05-08,12:05,par14,drink can,Metal,Recyclable,Unsorted
2024-05-14,10:59,vending machine,glass bottle,Glass,Recyclable,Sorted
2024-02-20,13:02,par6,coffee cup,Paper,Recyclable,Unsorted
2024-05-09,13:26,par6,clear water bottle,Plastic,Recyclable,Sorted
2024-05-17,15:19,par6,plastic film,Plastic,non-recyclable,Unsorted
2024-01-04,12:31,lobby,wrapper,Plastic,non-recyclable,Sorted
2024-04-26,12:07,lobby,food,Organic,bio-degradable,Sorted
2024-04-24,11:58,par14,coffee cup,Paper,Recyclable,Unsorted
2024-04-29,13:13,par13,paper cup,Paper,Recyclable,Unsorted
2024-04-17,12:37,par6,plastic film,Plastic,non-recyclable,Unsorted
2024-01-08,12:23,vending machine,cardboard,Paper,Recyclable,Unsorted
2024-04-09,14:56,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-01-18,13:09,par14,clear water bottle,Plastic,Recyclable,Sorted
2024-05-23,11:36,par13,paper cup,Paper,Recyclable,Unsorted
2024-03-11,12:49,vending machine,wrapper,Plastic,non-recyclable,Unsorted
2024-02-22,15:31,vending machine,drink can,Metal,Recyclable,Sorted
2024-04-17,11:52,par6,paper cup,Paper,Recyclable,Unsorted
2024-06-13,13:05,vending machine,paper cup,Paper,Recyclable,Unsorted
2024-03-19,12:36,par6,carton,Paper,Recyclable,Unsorted
2024-01-26,12:43,par14,coffee cup,Paper,Recyclable,Unsorted
2024-03-18,18:11,vending machine,carton,Paper,Recyclable,Unsorted
2024-04-04,12:14,par14,paper cup,Paper,Recyclable,Sorted
2024-06-13,12:47,par14,clear water bottle,Plastic,Recyclable,Sorted
2024-02-22,12:42,par6,drink can,Metal,Recyclable,Unsorted
2024-05-22,10:04,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-02-23,11:56,par6,cardboard,Paper,Recyclable,Sorted
2024-05-15,13:07,lobby,carton,Paper,Recyclable,Unsorted
2024-04-16,12:30,lobby,plastic film,Plastic,non-recyclable,Sorted
2024-05-13,11:58,par14,food,Organic,bio-degradable,Unsorted
2024-02-26,12:55,par6,carton,Paper,Recyclable,Unsorted
2024-01-31,13:37,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-03-15,12:37,par13,carton,Paper,Recyclable,Unsorted
2024-04-16,12:55,lobby,carton,Paper,Recyclable,Unsorted
2024-01-18,12:55,par14,coffee cup,Paper,Recyclable,Unsorted
2024-06-14,11:26,par13,coffee cup,Paper,Recyclable,Unsorted
2024-05-17,13:26,par14,wrapper,Plastic,non-recyclable,Unsorted
2024-02-29,12:21,par13,wrapper,Plastic,non-recyclable,Unsorted
2024-02-09,14:12,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-06-12,15:55,par13,plastic film,Plastic,non-recyclable,Unsorted
2024-01-12,11:31,par14,coffee cup,Paper,Recyclable,Unsorted
2024-03-25,13:32,vending machine,paper cup,Paper,Recyclable,Sorted
2024-02-28,13:38,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-04-22,12:58,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-02-16,12:55,lobby,paper cup,Paper,Recyclable,Sorted
2024-01-05,15:53,par13,paper cup,Paper,Recyclable,Unsorted
2024-02-15,12:11,par13,paper cup,Paper,Recyclable,Unsorted
2024-05-14,17:41,par6,drink can,Metal,Recyclable,Sorted
2024-04-25,12:53,par13,paper cup,Paper,Recyclable,Unsorted
2024-01-24,12:50,par14,carton,Paper,Recyclable,Sorted
2024-06-04,13:51,par14,paper cup,Paper,Recyclable,Sorted
2024-01-23,15:43,vending machine,paper cup,Paper,Recyclable,Unsorted
2024-03-18,11:17,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-03-29,13:05,par13,paper cup,Paper,Recyclable,Sorted
2024-02-12,13:38,par6,drink can,Metal,Recyclable,Sorted
2024-04-22,13:25,par14,paper,Paper,Recyclable,Sorted
2024-03-01,12:18,lobby,drink can,Metal,Recyclable,Sorted
2024-04-03,12:47,par14,plastic film,Plastic,non-recyclable,Sorted
2024-05-27,12:14,lobby,drink can,Metal,Recyclable,Unsorted
2024-03-15,13:40,lobby,cardboard,Paper,Recyclable,Sorted
2024-02-26,09:44,par13,paper cup,Paper,Recyclable,Unsorted
2024-04-24,11:40,lobby,wrapper,Plastic,non-recyclable,Sorted
2024-03-12,11:54,par13,food,Organic,bio-degradable,Unsorted
2024-01-22,11:52,par6,carton,Paper,Recyclable,Sorted
2024-02-16,18:03,par13,paper cup,Paper,Recyclable,Unsorted
2024-02-22,12:44,lobby,paper cup,Paper,Recyclable,Unsorted
2024-01-25,16:01,par14,wrapper,Plastic,non-recyclable,Unsorted
2024-01-24,12:25,par14,paper cup,Paper,Recyclable,Sorted
2024-06-11,12:14,par13,paper cup,Paper,Recyclable,Unsorted
2024-05-16,13:12,par6,glass bottle,Glass,Recyclable,Unsorted
2024-05-17,11:31,par6,food,Organic,bio-degradable,Sorted
2024-03-15,15:36,lobby,coffee cup,Paper,Recyclable,Unsorted
2024-05-30,13:04,par14,glass bottle,Glass,Recyclable,Sorted
2024-06-07,12:03,par14,wrapper,Plastic,non-recyclable,Sorted
2024-01-16,13:11,par13,paper cup,Paper,Recyclable,Unsorted
2024-03-21,12:35,par14,glass bottle,Glass,Recyclable,Sorted
2024-06-07,11:51,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-01-05,12:33,par13,glass bottle,Glass,Recyclable,Sorted
2024-04-05,15:04,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-05-20,12:53,lobby,clear water bottle,Plastic,Recyclable,Sorted
2024-03-26,12:06,par6,carton,Paper,Recyclable,Unsorted
2024-04-11,15:11,vending machine,coffee cup,Paper,Recyclable,Sorted
2024-02-23,11:39,vending machine,cardboard,Paper,Recyclable,Unsorted
2024-01-16,12:07,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-05-17,11:26,lobby,food,Organic,bio-degradable,Unsorted
2024-03-05,12:50,vending machine,paper,Paper,Recyclable,Unsorted
2024-02-21,12:46,par6,cardboard,Paper,Recyclable,Unsorted
2024-01-02,12:08,par13,paper cup,Paper,Recyclable,Unsorted
2024-01-12,09:26,par13,wrapper,Plastic,non-recyclable,Unsorted
2024-04-02,16:33,vending machine,coffee cup,Paper,Recyclable,Unsorted
2024-03-01,11:16,par6,paper cup,Paper,Recyclable,Unsorted
2024-05-21,12:34,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-02-19,10:30,par14,clear water bottle,Plastic,Recyclable,Sorted
2024-04-16,15:14,par14,cardboard,Paper,Recyclable,Unsorted
2024-05-23,12:06,lobby,clear water bottle,Plastic,Recyclable,Sorted
2024-01-08,12:03,par14,paper,Paper,Recyclable,Unsorted
2024-05-17,09:57,par14,plastic film,Plastic,non-recyclable,Unsorted
2024-05-17,12:26,par6,cardboard,Paper,Recyclable,Sorted
2024-04-22,12:11,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-06-11,12:22,par14,carton,Paper,Recyclable,Unsorted
2024-03-29,12:32,par13,paper cup,Paper,Recyclable,Unsorted
2024-04-09,12:47,par13,paper cup,Paper,Recyclable,Unsorted
2024-03-15,11:55,vending machine,banana peel,Organic,bio-degradable,Sorted
2024-05-31,11:26,par14,banana peel,Organic,bio-degradable,Unsorted
2024-05-17,12:54,lobby,plastic film,Plastic,non-recyclable,Sorted
2024-04-02,12:27,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-01-24,15:16,lobby,cardboard,Paper,Recyclable,Unsorted
2024-04-18,11:50,par13,plastic film,Plastic,non-recyclable,Sorted
2024-03-11,13:51,par13,paper cup,Paper,Recyclable,Unsorted
2024-01-01,15:17,par13,paper cup,Paper,Recyclable,Unsorted
2024-01-05,13:12,lobby,coffee cup,Paper,Recyclable,Sorted
2024-01-23,13:06,lobby,banana peel,Organic,bio-degradable,Sorted
2024-03-13,10:11,vending machine,paper cup,Paper,Recyclable,Sorted
2024-05-27,12:20,par14,food,Organic,bio-degradable,Sorted
2024-04-01,13:08,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-01-29,12:26,vending machine,food,Organic,bio-degradable,Sorted
2024-04-24,11:57,par6,plastic film,Plastic,non-recyclable,Sorted
2024-03-01,12:33,par13,wrapper,Plastic,non-recyclable,Unsorted
2024-05-20,12:20,par6,paper cup,Paper,Recyclable,Sorted
2024-01-30,11:57,lobby,banana peel,Organic,bio-degradable,Unsorted
2024-03-15,12:33,par6,glass bottle,Glass,Recyclable,Sorted
2024-06-11,12:07,par14,coffee cup,Paper,Recyclable,Sorted
2024-04-05,12:33,par6,food,Organic,bio-degradable,Sorted
2024-03-06,15:52,par14,wrapper,Plastic,non-recyclable,Sorted
2024-02-29,11:46,par13,cardboard,Paper,Recyclable,Unsorted
2024-03-27,09:53,par13,plastic film,Plastic,non-recyclable,Unsorted
2024-06-07,12:34,par13,plastic film,Plastic,non-recyclable,Unsorted
2024-02-05,12:47,lobby,wrapper,Plastic,non-recyclable,Sorted
2024-04-16,12:29,par14,plastic film,Plastic,non-recyclable,Unsorted
2024-05-17,10:10,par13,wrapper,Plastic,non-recyclable,Unsorted
2024-01-17,13:54,par14,coffee cup,Paper,Recyclable,Sorted
2024-04-26,12:51,par6,carton,Paper,Recyclable,Unsorted
2024-04-30,10:37,par6,carton,Paper,Recyclable,Unsorted
2024-03-18,15:18,par14,cardboard,Paper,Recyclable,Unsorted
2024-05-14,15:24,lobby,drink can,Metal,Recyclable,Sorted
2024-01-26,15:42,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-03-18,10:13,par13,paper cup,Paper,Recyclable,Sorted
2024-04-30,15:58,par6,cardboard,Paper,Recyclable,Unsorted
2024-03-08,13:04,par14,coffee cup,Paper,Recyclable,Sorted
2024-06-11,11:07,lobby,coffee cup,Paper,Recyclable,Unsorted
2024-05-07,11:39,vending machine,glass bottle,Glass,Recyclable,Unsorted
2024-03-21,11:29,par14,clear water bottle,Plastic,Recyclable,Unsorted
2024-05-14,12:00,par6,food,Organic,bio-degradable,Unsorted
2024-01-01,17:03,lobby,cardboard,Paper,Recyclable,Sorted
2024-05-10,14:16,par14,cardboard,Paper,Recyclable,Sorted
2024-04-16,15:00,par13,plastic film,Plastic,non-recyclable,Unsorted
2024-04-03,12:38,par14,cardboard,Paper,Recyclable,Unsorted
2024-01-24,11:54,par14,carton,Paper,Recyclable,Unsorted
2024-06-11,12:27,par6,carton,Paper,Recyclable,Unsorted
2024-03-01,12:07,par6,drink can,Metal,Recyclable,Unsorted
2024-04-16,12:31,par6,plastic film,Plastic,non-recyclable,Sorted
2024-04-15,10:48,lobby,food,Organic,bio-degradable,Sorted
2024-04-16,13:52,par14,wrapper,Plastic,non-recyclable,Sorted
2024-05-21,12:20,par6,clear water bottle,Plastic,Recyclable,Sorted
2024-02-26,12:16,lobby,paper cup,Paper,Recyclable,Unsorted
2024-05-17,13:17,par6,coffee cup,Paper,Recyclable,Sorted
2024-02-26,11:01,par14,glass bottle,Glass,Recyclable,Unsorted
2024-05-13,12:13,lobby,clear water bottle,Plastic,Recyclable,Sorted
2024-05-14,18:21,par6,paper cup,Paper,Recyclable,Sorted
2024-03-14,12:28,par14,drink can,Metal,Recyclable,Unsorted
2024-01-04,13:18,par13,carton,Paper,Recyclable,Unsorted
2024-04-01,13:28,par13,clear water bottle,Plastic,Recyclable,Sorted
2024-04-04,17:20,vending machine,plastic film,Plastic,non-recyclable,Sorted
2024-02-23,11:34,par14,wrapper,Plastic,non-recyclable,Sorted
2024-02-13,13:20,vending machine,paper cup,Paper,Recyclable,Unsorted
2024-01-09,12:35,par6,food,Organic,bio-degradable,Unsorted
2024-03-25,11:42,par13,drink can,Metal,Recyclable,Unsorted
2024-05-23,11:45,par14,food,Organic,bio-degradable,Unsorted
2024-05-21,13:26,par14,coffee cup,Paper,Recyclable,Unsorted
2024-05-06,13:08,par6,glass bottle,Glass,Recyclable,Unsorted
2024-02-02,13:14,lobby,glass bottle,Glass,Recyclable,Sorted
2024-05-09,12:39,par13,paper,Paper,Recyclable,Unsorted
2024-05-23,12:01,lobby,drink can,Metal,Recyclable,Sorted
2024-04-05,15:22,vending machine,cardboard,Paper,Recyclable,Unsorted
2024-01-26,12:33,par6,drink can,Metal,Recyclable,Unsorted
2024-02-22,12:14,par6,glass bottle,Glass,Recyclable,Unsorted
2024-05-10,11:35,vending machine,banana peel,Organic,bio-degradable,Sorted
2024-04-05,10:29,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-01-19,12:43,lobby,paper cup,Paper,Recyclable,Sorted
2024-04-02,11:53,par14,carton,Paper,Recyclable,Sorted
2024-01-23,12:42,lobby,paper cup,Paper,Recyclable,Sorted
2024-04-23,12:56,par6,cardboard,Paper,Recyclable,Unsorted
2024-06-14,11:54,lobby,paper cup,Paper,Recyclable,Sorted
2024-05-08,11:59,vending machine,cardboard,Paper,Recyclable,Sorted
2024-04-01,15:19,par6,cardboard,Paper,Recyclable,Sorted
2024-05-27,12:37,lobby,cardboard,Paper,Recyclable,Sorted
2024-05-27,12:57,lobby,food,Organic,bio-degradable,Sorted
2024-05-06,10:48,par14,clear water bottle,Plastic,Recyclable,Sorted
2024-05-09,15:55,par14,paper cup,Paper,Recyclable,Unsorted
2024-05-15,17:18,vending machine,carton,Paper,Recyclable,Unsorted
2024-05-07,12:01,vending machine,drink can,Metal,Recyclable,Unsorted
2024-03-15,14:58,lobby,paper cup,Paper,Recyclable,Unsorted
2024-04-09,12:13,par6,coffee cup,Paper,Recyclable,Sorted
2024-04-18,12:24,par13,paper cup,Paper,Recyclable,Unsorted
2024-06-13,18:18,par13,paper cup,Paper,Recyclable,Unsorted
2024-01-08,12:37,lobby,cardboard,Paper,Recyclable,Sorted
2024-04-18,12:11,par13,paper,Paper,Recyclable,Unsorted
2024-01-09,18:08,vending machine,glass bottle,Glass,Recyclable,Sorted
2024-06-07,12:32,par6,glass bottle,Glass,Recyclable,Sorted
2024-02-22,11:40,par14,cardboard,Paper,Recyclable,Unsorted
2024-01-05,18:00,vending machine,carton,Paper,Recyclable,Unsorted
2024-02-14,13:06,lobby,paper cup,Paper,Recyclable,Sorted
2024-05-01,13:17,lobby,food,Organic,bio-degradable,Sorted
2024-06-03,10:45,par6,cardboard,Paper,Recyclable,Sorted
2024-02-20,15:16,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-02-07,11:49,lobby,wrapper,Plastic,non-recyclable,Unsorted
2024-03-27,12:43,par13,glass bottle,Glass,Recyclable,Unsorted
2024-01-11,12:16,lobby,coffee cup,Paper,Recyclable,Sorted
2024-06-11,11:03,lobby,plastic film,Plastic,non-recyclable,Sorted
2024-01-09,13:17,par13,paper cup,Paper,Recyclable,Sorted
2024-06-11,12:11,par6,coffee cup,Paper,Recyclable,Sorted
2024-01-08,15:43,par14,clear water bottle,Plastic,Recyclable,Unsorted
2024-02-13,11:41,par6,food,Organic,bio-degradable,Unsorted
2024-03-28,12:48,par13,clear water bottle,Plastic,Recyclable,Unsorted
2024-06-03,16:46,lobby,paper cup,Paper,Recyclable,Sorted
2024-03-01,13:18,par13,paper cup,Paper,Recyclable,Unsorted
2024-02-20,12:22,par14,carton,Paper,Recyclable,Unsorted
2024-05-02,13:03,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-02-01,13:24,lobby,clear water bottle,Plastic,Recyclable,Sorted
2024-03-18,18:04,par13,paper cup,Paper,Recyclable,Unsorted
2024-02-05,13:04,par14,drink can,Metal,Recyclable,Unsorted
2024-02-20,13:16,lobby,cardboard,Paper,Recyclable,Unsorted
2024-04-17,11:28,vending machine,drink can,Metal,Recyclable,Sorted
2024-01-23,11:02,par14,clear water bottle,Plastic,Recyclable,Unsorted
2024-01-05,15:12,lobby,carton,Paper,Recyclable,Sorted
2024-04-25,13:03,par13,paper cup,Paper,Recyclable,Unsorted
2024-05-30,13:07,lobby,plastic film,Plastic,non-recyclable,Sorted
2024-05-22,12:15,par13,paper cup,Paper,Recyclable,Unsorted
2024-01-19,18:28,par6,paper,Paper,Recyclable,Unsorted
2024-03-12,18:30,par14,cardboard,Paper,Recyclable,Sorted
2024-04-18,12:45,par13,banana peel,Organic,bio-degradable,Unsorted
2024-01-23,14:50,par13,paper,Paper,Recyclable,Unsorted
2024-04-11,13:18,par13,paper cup,Paper,Recyclable,Unsorted
2024-04-11,15:32,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-03-14,12:23,lobby,paper,Paper,Recyclable,Unsorted
2024-03-01,17:49,par6,wrapper,Plastic,non-recyclable,Unsorted
2024-03-08,13:28,par14,clear water bottle,Plastic,Recyclable,Unsorted
2024-02-19,13:11,vending machine,coffee cup,Paper,Recyclable,Sorted
2024-01-11,10:13,par14,paper cup,Paper,Recyclable,Sorted
2024-05-22,11:25,par13,cardboard,Paper,Recyclable,Unsorted
2024-01-03,10:08,par13,paper cup,Paper,Recyclable,Unsorted
2024-01-31,11:58,par14,drink can,Metal,Recyclable,Sorted
2024-05-08,12:28,par13,paper cup,Paper,Recyclable,Unsorted
2024-03-11,15:35,par13,paper cup,Paper,Recyclable,Unsorted
2024-02-08,12:00,par6,carton,Paper,Recyclable,Unsorted
2024-01-30,13:07,par13,paper cup,Paper,Recyclable,Unsorted
2024-05-08,12:52,vending machine,cardboard,Paper,Recyclable,Sorted
2024-01-05,12:07,vending machine,banana peel,Organic,bio-degradable,Unsorted
2024-02-09,13:06,par6,paper cup,Paper,Recyclable,Sorted
2024-05-28,11:45,par14,plastic film,Plastic,non-recyclable,Sorted
2024-02-13,10:25,par6,paper cup,Paper,Recyclable,Sorted
2024-03-15,11:42,par6,glass bottle,Glass,Recyclable,Sorted
2024-02-26,13:02,vending machine,food,Organic,bio-degradable,Unsorted
2024-04-01,12:38,par14,coffee cup,Paper,Recyclable,Unsorted
2024-04-08,15:48,vending machine,banana peel,Organic,bio-degradable,Sorted
2024-03-18,18:59,par6,wrapper,Plastic,non-recyclable,Sorted
2024-03-07,10:05,vending machine,drink can,Metal,Recyclable,Unsorted
2024-02-20,13:00,par13,paper cup,Paper,Recyclable,Unsorted
2024-05-31,12:40,par13,paper cup,Paper,Recyclable,Unsorted
2024-04-08,12:17,par6,carton,Paper,Recyclable,Sorted
2024-01-08,13:44,par6,banana peel,Organic,bio-degradable,Unsorted
2024-05-29,13:01,par13,plastic film,Plastic,non-recyclable,Unsorted
2024-02-01,13:35,lobby,banana peel,Organic,bio-degradable,Sorted
2024-03-14,15:22,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-01-04,12:27,vending machine,cardboard,Paper,Recyclable,Unsorted
2024-05-28,13:14,par14,carton,Paper,Recyclable,Unsorted
2024-01-24,13:19,lobby,paper cup,Paper,Recyclable,Sorted
2024-02-06,12:52,par6,carton,Paper,Recyclable,Sorted
2024-01-18,11:48,par14,plastic film,Plastic,non-recyclable,Unsorted
2024-06-07,13:10,lobby,paper cup,Paper,Recyclable,Unsorted
2024-02-08,13:11,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-01-22,12:29,par13,cardboard,Paper,Recyclable,Unsorted
2024-01-03,12:24,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-03-07,12:07,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-06-06,13:20,par13,paper cup,Paper,Recyclable,Unsorted
2024-06-05,13:07,lobby,glass bottle,Glass,Recyclable,Sorted
